user,date,tweet
KennyBolton342,2022-12-23 01:34:28+00:00,@LA201210 @brian_trollz Made a banter transaction that paid off my land properties.I couldn’t do it with savings because savings in a centralized bank aren’t saved. #BTC did that for me. Now I don’t have to worry about being forced into a system that I don’t want to be part of because owe them property
devanga_vinay,2022-12-23 01:12:09+00:00,"Dear @HDFC_Bank ,

This is to bring to your notice that there is a Fraud Transaction from my HDFC bank Account on 9th Dec at 5.10 PM and 10th Dec at 10.45 AM of each 1,90,000/- which sums to a total of 3,80,000/- without any OTP. This came to my notice from the text message…"
fidelitybankplc,2022-12-23 01:10:14+00:00,@alwaysgoodEnuf Your tweet caught our attention. Kindly send us a DM with your account number and transaction details to enable us confirm status. #FidelityCares
fidelitybankplc,2022-12-23 01:05:14+00:00,@AkintoyeFasae We are sorry for the delayed response. Please send us a DM with your account number and the transaction details to aid our investigation. #FidelityCares
unionbankph,2022-12-23 01:00:07+00:00,"Say that you remember! 🎤🎶

Do you remember: that FREE funds transfers with PESONet have a ₱500k limit per transaction.

Enjoy funds transfers with no convenience fees with UnionBank Online. 🕺🏽🪩

#BankTheWayYouLive
#BankDifferently https://t.co/k3mISqa9bZ"
PaytmMoneyCare,2022-12-23 00:45:01+00:00,"@Akashda46862734 Hi, this is due to an issue at BSE StAR because of which your transactions with AMC were not processed. The amount will be refunded to your bank account within 5-7 business days from the date of your transaction as per standard banking procedure. Thanks."
myaccessbank,2022-12-23 00:35:22+00:00,"@emah_destopppp Hi @emah_destopppp, I am sorry to learn about your failed transaction. Kindly delete this post showing your account details for security reasons and share the same details via DM for further assistance. ^Joe"
accessbank_help,2022-12-23 00:34:20+00:00,"@ayorbamih Hi @ayorbamih, I’m sorry for the discomfort the failed funds transfer has caused you. Please share details of the said transaction and your account details via DM for further assistance. ^Joe"
hernameismodupe,2022-12-23 00:31:54+00:00,"@PoojaMedia @Abuja_techbro I also noticed at the bank today, there are people that didn't come to make any transaction, they'll just pretend to be filling teller or sit at the waiting seat and be observing who is withdrawing what. Stay safe fam."
Coopbankenya,2022-12-23 00:12:43+00:00,"@zollynash Hello, please share with us the transaction details through DM for us to check and advise. Thank you.^GB"
BBhenards,2022-12-22 23:47:48+00:00,"Raven bank is a fraud community disguising themselves as a bank. I have proof of the transaction and mails which I have sent to them on several occasion,but they have bluntly refused to return my money. @cenbank @theravenbank @themoneyafrica"
paytmbankcare,2022-12-22 23:46:32+00:00,"@AmitSoh05530701 We suggest you to ask the receiver to check their Bank of Baroda passbook to confirm the transaction status

In case, the receiver has not received the amount, please share clear screenshots of receiver’s Bank of Baroda statement with us from the (2/3)"
paytmbankcare,2022-12-22 23:45:49+00:00,"@AmitSoh05530701 Hi Amit, your UPI transaction of Rs. 3400 for UPI reference number 23XXXXXXXX61 done on 20 Dec 2022 is successful. As per our system records, we have received confirmation from Bank of Baroda on 2022-12-21 that the amount has been added to the receiver's bank account. (1/3)"
kesenwang,2022-12-22 23:30:43+00:00,@miasmomjuma @GreenDotBank @Apple No for sure it’s your bank that needs to handle the dispute. Is the transaction posted to your app or statement online?
SolaTaiwo7,2022-12-22 23:16:43+00:00,"@fidelitybankplc 6551798653 was debited  25,000 while using Pos on the 15th of December, transaction was declined.  We contacted the merchant bank and was told the transaction has been charged back by the bank (Fidelity) and up till now no reversal"
SolaTaiwo7,2022-12-22 23:11:49+00:00,"@TWEETORACLE @fidelitybankplc 6551798653 was debited  25,000 while using Pos on the 15th of December, transaction was declined.  We contacted the merchant bank and was told the transaction has been charged back by the bank (Fidelity) and up till now no reversal"
JrWaalen,2022-12-22 23:04:41+00:00,"@McHavefun I get ya. Very convenient, directly deposited to maiar. I have an account at binance but prefer Coinbase since I can buy while I wait for my bank transaction to go through in around 5 business days."
SolaTaiwo7,2022-12-22 23:00:59+00:00,"@fidelitybankplc 6551798653 was debited  25,000 while using Pos on the 15th of December, transaction was declined.  We contacted the merchant bank and was told the transaction has been charged back by the bank (Fidelity) and up till now no reversal"
UIDeity,2022-12-22 22:47:28+00:00,"First bank has been the worst that I've ever claimed as bank. How will I make a transaction that wasn't successful since December 3 and it has not been reversed yet.
#badcustomerservice
@FirstBankngr https://t.co/A6MhwhQ4ca"
Quadex1197,2022-12-22 22:34:16+00:00,"Hi @accessbank_help
I made transaction yesterday to my brother union bank account, access bank have debit my account and they didn't credit my brother account and they did not reverse the money back to my account 

Please the money is very important to me help me work on it"
TNalewaja,2022-12-22 22:31:53+00:00,Stay away from Citi Bank credit card they are dishonest and always side with the Merchant in a transaction dispute. https://t.co/OONcUUB4kL
AxisBankSupport,2022-12-22 22:28:10+00:00,"@ashwinsid transaction or download any app or part with confidential account related information. Please refrain from doing so and report such incidents immediately. Regards, Team Axis Bank. https://t.co/S8xhHTWYQz (2/2)"
TheAishetu,2022-12-22 22:27:58+00:00,"We make a lovely lipstick called “bullets” due to the shape. On a recent bank transaction, I used this term in the notes and I am being dragged through the coals in KYC drama. ps-They’re not a weapon unless you classify a person’s heightened state of confidence when used ✨💄 https://t.co/b7UlYChlqZ"
jaybruce101,2022-12-22 22:19:07+00:00,"@StanChart I least expect such a crappy service from a global brand and established institution like yours. With my experience so far, everything that endeared my patronage to your bank has been denigrated.
Dire straits prompted this transaction and all responses have not helped so far!"
kc_deplorable,2022-12-22 22:18:02+00:00,"@marklevinshow I don't care about thier tax returns, we all know they are doctored up.  I want a complete audit of every bank transaction they have had over $600.00.   They want to do it to us, we demand the same from them."
oppssy4real,2022-12-22 22:17:20+00:00,"@gtbank 

I made a transaction of 3,000 this afternoon which i was debited immediately  to this first bank account number  3114335279  and uptill now the person is yet to get the money

Kindly look into it...I await your response"
AxisBankSupport,2022-12-22 22:09:10+00:00,"@shitizrana Hi Shitiz, we regret the inconvenience caused and are open to help you! Please DM us Application ID and we will get back at the earliest. Also please note, as part of the resolution process, our executives will never ask you to initiate any financial transaction or (1/2)"
Adebayo78072560,2022-12-22 22:07:49+00:00,"Stupid bank what is the meaning of all this I didn’t make any transaction with anybody and this morning, I received a message from stupid bank debit me with 13,000 I have my proof with me!!! 
Bad bank @ZenithBank https://t.co/rY4V34IOoD"
keystonebankng,2022-12-22 22:03:47+00:00,"@Haybee4yhu2see Hello  @Haybee4yhu2see, our sincerest apologies for your experience. We understand your concern. Feedback will be provided when a resolution status has been reached with regards to your failed transaction complaint. Thank you for understanding. ^SEYI"
daveake,2022-12-22 22:01:44+00:00,@Xero @KimLarwood I can confirm that the bank feed is now working (I made a small bank transaction just to test it).  I'm sure that Xero and Tink will be having discussions about the outage and I trust that Tink will be putting measures in place to stop it from happening again.
KeEquityBank,2022-12-22 22:00:32+00:00,"@GideonRajami Hi Gideon, sorry for the occurrence. Please DM the transaction details and your national ID number for support.

https://t.co/uJrto50nXT"
CalBankPLC,2022-12-22 21:55:52+00:00,"Hello, kindly confirm the transaction amount and your phone number to enable us assist. We are on standby. https://t.co/wtd4VmDhQF"
PstObinna,2022-12-22 21:47:57+00:00,"@kudahelp_ng I don't understand why it's taking close to a month to effect a reversal even after I reported to you and u promised that you are on it. 
Just about same period another bank I use within 5 days reversed my funds trapped due to failed POS transaction. This is sad"
efosakenneth,2022-12-22 21:47:26+00:00,"@kudahelp_ng Pls check transaction with session ID:  BM698507c1906d47d495b2e1c1b
Should take u to my account, and my many unattended complaints through your official channels on my bank app"
D_Digital_Xpert,2022-12-22 21:43:28+00:00,@FirstBankngr This is what you people are using people money to do when you debit a transaction that wasn't successful. Your bank customer care center can't even resolve simple debit alert Complaints. Filled several dispute form yet no feedback. Sent several emails yet no response  @FBN_help
Yonns27,2022-12-22 21:39:27+00:00,"@marthafocker_ Mara nawe you made this transaction from another bank,ask that bank kalok sana lwam https://t.co/zYNVhHtgRv"
PacGeopolitics,2022-12-22 21:21:26+00:00,"Big⚠️ Russia’s second largest bank the VTB has launched a first transaction service involving the Russian rouble and #Iranian rial, according to reports published in the #Russian media

Isn't this dedollarization act!"
AxisBankSupport,2022-12-22 21:14:40+00:00,"@maskabunn Hi Ram, we request you to share with us the registered mobile number linked with referred credit card via DM and we will get back at earliest.  Also please note, as part of the resolution process, our executives will never ask you to initiate any financial transaction or (1/2)"
BdGBertdeGroot,2022-12-22 21:08:42+00:00,"Wish we had these vending machines at the local farms, bakery’s and butchers. Fresh goods without risk they take the cash out of the machine and no extreme bank and transaction cost for accepting digital payments. https://t.co/cA1ue1hbc8"
Xero,2022-12-22 21:07:42+00:00,@JohnMPawson We're reliant on info the bank sends with each transaction &amp; they don't necessarily send us enough to identify a true duplicate. We have a list of duplicated items so you can check if you suspect duplication is happening &amp; delete &gt; https://t.co/2gr5mD3F0B Thanks. ^OG
onlinenotebank,2022-12-22 21:05:37+00:00,Meaning of Curriculum Transaction and Modes Curriculum Transaction: Curriculum Transaction is the effective and desired implementation of the curriculum contents on the basis of aims and objectives listed in the curriculum. Curriculum... https://t.co/CmX5UiNL7R
onlinenotebank,2022-12-22 21:05:36+00:00,Meaning of Curriculum Transaction and Modes https://t.co/G2JTQfzNSP
kesenwang,2022-12-22 20:56:34+00:00,"@miasmomjuma @GreenDotBank @Apple If you use apple’s credit card you’ll see a dispute option, otherwise you just have an option to contact your bank and dispute directly with them. Whenever you use Apple Pay for a transaction it goes through the device token unique to your iPhone not as your credit card number"
SIIR_LEO,2022-12-22 20:46:19+00:00,"@Abuolowocfc @hon_afoo34 @joinkuda Bro just stop supporting bank, u don’t have a problem Doesn’t mean someone else don’t, 8m transaction ? Lol. I’ve done over 100m and nothing been wrong, does the amount of money guarantee ur risk free ?"
UBACares,2022-12-22 20:43:22+00:00,"Hello @DonPercy8, thank you for contacting UBA, Africa's Global Bank. Kindly provide your account and transaction details to us via DM to enable us assist you. Thank you."
PHILIPKPLORFIA1,2022-12-22 20:28:37+00:00,"@tv3_ghana So who is lying to who? Last Tuesday, I transferred GHC350 to my account to pay for a transaction of 27 GBP. After the payment, my balance is now GHC5.5, is it that the bank is not following what BOG is saying? https://t.co/YAG1zyd4yX"
kudahelp_ng,2022-12-22 20:28:17+00:00,"@Alexand_Hrt Hi,
Your transaction was successful.
Please, tell the beneficiary to reach out to the beneficiary bank to confirm the payment status with the Session ID - 
Thank you 💜"
Sterling_Bankng,2022-12-22 20:15:07+00:00,"@benjossy2006 Hello @benjossy2006, we are sorry for the inconvenience caused. Please send us a DM with your account number and transaction details to enable us look into this.

Isaiah"
Safaricom_Care,2022-12-22 19:53:19+00:00,"@MatMediagroup Hey Mat, please contact your bank to reverse the transaction. ^JN"
Sterling_Bankng,2022-12-22 19:51:49+00:00,"@Obong_Aniekan We are so sorry about this. Kindly provide us with the with your account number and transaction details via DM for further assistance.

Promise"
CareersFcb,2022-12-22 19:44:35+00:00,"First Commonwealth Bank is a Forbes Best Bank FOUR years in a row, which means you’ll get to work alongside people who love what they do. Apply today. Business Operations #Indiana, PA Transaction Specialist - Adjustments https://t.co/odxHRkpFbg #proud2bFCB"
iamkennybanty,2022-12-22 19:42:59+00:00,"@kudahelp_ng I wish I had listened when I was warned about this useless kuda bank it’s over 24hours now someone sent money to my account and am yet to be credited, this transaction was done in my presence @cenbank need to sanction this bank, they are stealing from us…"
iamkennybanty,2022-12-22 19:36:58+00:00,"@joinkuda I wish I had listened when I was warned about this useless kuda bank @joinkuda it’s over 24hours now someone sent money to my account and am yet to be credited, this transaction was done in my presence @cenbank need to sanction this bank, they are stealing from us…"
MTN180,2022-12-22 19:25:19+00:00,"@BadmusFuad Y’ello! Fuad. Thank you for contacting MTN
So sorry to hear about the transaction issue. Kindly provide the following details below via Dm.
Phone Number,
Amount,
Date and Time of Transaction,
Bank 
  ~Maurice"
emmyylouise,2022-12-22 19:20:02+00:00,Why are bank machines so aggressive in asking if you want to see your balance about 50 times in one transaction
PmlnTrending,2022-12-22 19:14:22+00:00,"@RaffayKazmi @najamsethi @iramizraja In the meantime, IK bhai ne jo accounts court me die they, none of them were even attested 😂 

One of the banks which showed his house transaction, doesn't even exist now so you can write any fucking bank statement and present it, no way to verify.

QFI called that fake too."
Joelroyal7,2022-12-22 19:08:53+00:00,"Currently having issues with transaction on your bank @joinkuda . I made transfer, I was debited but the recipient bank has not received it till now.  And the query I sent on gmail has not been replied yet. @joinkuda"
abeyceety,2022-12-22 19:06:16+00:00,"@FBN_help 
Recharge my phone ...lobatan
Good evening
I initiated a transaction of 200naira to recharge my phone ..my account was debited yet my phone wasn't credited by the bank...
Please rectify

Here is the alert

Debit: 304XXXX427 Amt: NGN200.00 Date: 22-DEC-2022 15:18:25 Des"
abeyceety,2022-12-22 19:05:21+00:00,"Dear @FirstBankngr 
Good evening
I initiated a transaction of 200naira to recharge my phone ..my account was debited yet my phone wasn't credited by the bank...
Please rectify

Here is the alert

Debit: 304XXXX427 Amt: NGN200.00 Date: 22-DEC-2022 15:18:25 Desc: QS89"
AmazonHelp,2022-12-22 19:03:54+00:00,"@jcortese Hello. We won't charge you until your order has shipped. If you do see a transaction before then, it may be an authorisation being held by your bank: https://t.co/SoUIvpQrAg. -Chris"
francisgodable1,2022-12-22 18:53:25+00:00,@FirstBankngr Been over five hours now since someone transferred money into my account. First bank why is this slow transaction today? Have not been able to pay for what I got so embracing
sang2000,2022-12-22 18:46:49+00:00,"@abuga_makori @KeEquityBank @DCI_Kenya Seems this story has caught the attention of all the banks. I bank with ABSA, but the wait to open a dollar account didn't happen because of the long wait just to finish another transaction.  My wife had to go home. Now I have to wait till the back to Kenya.  Pls use technology."
ChiragPaleja3,2022-12-22 18:37:26+00:00,"@HDFC_Bank @HDFCBank_Cares 
I had a transaction converted to emi at the pos and I’m being charged the full amount of the product as well as the emi. Spoke to cust care and they said that it takes 3 days and it should be updated by eod yest but it’s still not update. Kindly check"
paytmbankcare,2022-12-22 18:31:43+00:00,"@rldetroja 1- Transaction Screenshot
2- Barcode image
Appreciate your patience and cooperation. Thanks!(3/3) https://t.co/BEb65ht5Kd"
JohnsonOduyomi,2022-12-22 18:29:15+00:00,I mailed and called the customer service of KUDA and they confirmed the fraudulent transaction and advised me to get a court order to the beneficiary bank to assist in the investigation.
ololade_alex1,2022-12-22 18:23:58+00:00,@joinkuda A sim of money was transferred to my account half of the money is in my account and the alert of this transaction didn’t even appear I just wan know where my money go cause I have proof and the bank that sent the money already gave me an history of the transaction abeg refund me
vanislesfinest,2022-12-22 18:21:58+00:00,"@makn_bank @XummWallet When you buy a foreign currency from a currency exchange do you pay spot price with zero fees ? How do you think these transactions happen ? Nothing is free, especially when you are talking about small transaction like this example. Buy more get better deal"
AxisBankSupport,2022-12-22 18:20:26+00:00,"@svineets Hi, we regret the inconvenience caused and are open to help you! Please DM us your registered contact number and we will get back at the earliest. Also please note, as part of the resolution process, our executives will never ask you to initiate any financial transaction (1/2)"
Omooyetunde1,2022-12-22 18:19:24+00:00,"@myaccessbank I did a transaction from @palmpay_ng with the account number to your bank access bank 1391913953 but the money was successful from my bank end but wasn't credited to their account
@myaccessbank kindly do the needful"
danspena,2022-12-22 18:17:00+00:00,"FRM MENTEE:This farmer took time, but never gave up+now closed deal-I had no bis knowledge,was soft which took time 2 get over,but persevered+now have multiple deals in pipeline.Fired 1st law firm mid-transaction-1st bank dropped out day of closing+we still closed(DSP:WTF-GREAT)"
Trevrz,2022-12-22 18:15:53+00:00,First bank Una don leave me hanging after asking that I send the transaction details
ChuksArmstrong,2022-12-22 18:12:10+00:00,"@FirstBankngr ,Compliment of the season @FBN_help ,My name is Anaekwe Chuks an account holder with 1st bank,I initiated a #5,000 POS transaction yesterday evening at 5.36pm in Jabi axis,I was debited but wasnt paid,please I will be glad if this fund is reversed into my account"
Strongwealth1,2022-12-22 18:09:25+00:00,Good afternoon. I made a transaction yesterday and the person I sent the money to is yet to confirm payment. He has gone to his bank and also confirmed that no money entered his bank account. I already reported the transaction on my kuda app and no response #KudaBankScam
tushboii,2022-12-22 18:09:20+00:00,"@FirstBankngr what's wrong with first bank.. I had an urgent transaction since morning.. Up till now I've not gotten a credit alert. It's not even reflecting in my balance.
I've been trying to reach you guys via DM yet no response.. Do you know how annoying that is?😡😡"
ayoola_richards,2022-12-22 18:04:08+00:00,@kudahelp_ng can you people please respond to your dm and resolve the reportedly successful transaction that has still not gotten to the recipient bank?
ayoola_richards,2022-12-22 18:03:37+00:00,@kudahelp_ng can you people please respond to your dm and resolve the reportedly successful transaction that has still not gotten to the recipient bank
ayoola_richards,2022-12-22 18:03:25+00:00,@kudahelp_ng  can you people please respond to your dm and resolve the reportedly successful transaction that has still not gotten to the recipient bank
JM97by17_,2022-12-22 18:02:15+00:00,"@EstolanoArby @BitcoinMagazine Not just Filipinos but for the entire world. This will affect the world. Western union crazy fees will be out soon!! Or any bank transaction that require many middle man, taking a cut."
NCBABankKenya,2022-12-22 17:57:26+00:00,"@_Jarieko Hello @_Jarieko, thank you for contacting us. Apologies for any inconvenience. Kindly share any pending transaction via DM for assistance. ^RK"
GBAHNe2,2022-12-22 17:57:03+00:00,"Waaay back when you could get all of the Class 1s you wanted for ~.10 cents IF you could get the transaction to go through😆 

My bank called me and said idk wth you're doing sending all of this money to this U.K. website but it needs to stop! https://t.co/gv2fu86EDf"
badboy_kamso,2022-12-22 17:55:54+00:00,"@UBACares @UBAGroup @joinkuda  Please your staff and bank tends to driver customer away, I’ve been calling since 24 hours for a processing transaction and the money is urgent"
airtelbank,2022-12-22 17:55:40+00:00,@GAURAVVERMA333 We would request you kindly do not share your account/transaction details in public rather DM/inbox as we consider it to be personal information. Our page is visible to the public. -NK  https://t.co/P982uaMbW3
paytmbankcare,2022-12-22 17:55:26+00:00,"@rupalie Hi, Kindly share with us the transaction details like transaction id, UTR NO/ RRN NO, Order id, or Bank statement with the fraudulent transaction highlighted via DM only. Thanks! https://t.co/BEb65hc2Id"
sanrac,2022-12-22 17:55:09+00:00,"temperature so cold that the window won’t come down so my grandma’s solution at the bank drive-up window is to back up slightly, walk to the window, and proceed with her transaction that way!! love her!!"
airtelbank,2022-12-22 17:55:09+00:00,"@GAURAVVERMA333 Hi Gaurav! We regret the inconvenience caused and would request you to kindly share your both transaction details. (Transaction amount, transaction time, transaction date, transaction ID) via DM for the further assistance -NK  https://t.co/P982uaMbW3"
badboy_kamso,2022-12-22 17:53:48+00:00,"@UBAGroup Please your staff and bank tends to driver customer away, I’ve been calling since 24 hours for a processing transaction and the money is urgent"
BitcoinWPBot,2022-12-22 17:53:42+00:00,"The problem with this solution is that the fate of the entire money system depends on the company running the mint, with every transaction having to go through them, just like a bank."
NCBABankKenya,2022-12-22 17:53:33+00:00,"@Sledge_Kenya Hello @Sledge_Kenya, thank you for contacting us. Apologies for the delay. Kindly share the transaction details via DM for further assistance. ^RK"
Hemant98179162,2022-12-22 17:52:21+00:00,"@RBI
Looking for email id to raise complaints against Bank regarding stuck transaction, link given on https://t.co/QVnBI7GHvU… is not working. Kindly assist
@ICICIBank"
NftAlexand,2022-12-22 17:52:01+00:00,"The paper that all transactions are made on is the blockchain.

You all have an accent to the transaction and everybody can check and validate the real transactions. People can do without the interference of the bank or any intermediary."
armandosinger,2022-12-22 17:49:48+00:00,"@khemaridh It wastes a few extra hours of my day calling the bank to get them to fix the error. This has happened to me before (&lt;$100mm), and believe me, you want that transaction reversed as quickly as possible."
erivandervander,2022-12-22 17:47:14+00:00,@ilmaroficial Best decision ever! You are a genius  ! Second this transaction sound better than those bank transactions
sapient_package,2022-12-22 17:46:37+00:00,"@FBN_help 
I am a very patient person but currently I am losing it. I made an online transaction on the 10th of March 2022. ₦57,000. 

There was an error so the transaction didn't go through but I was debited. I waited for reversal all to no avail.

I went to the bank..."
Strongwealth1,2022-12-22 17:46:28+00:00,I made a transaction yesterday and the person I sent the money to is yet to confirm payment. He has gone to his bank and also confirmed that no money entered his bank account. I already reported the transaction on my kuda app and I’ve gotten no response @joinkuda #kuda
HDFCBank_Cares,2022-12-22 17:42:01+00:00,"@likeayaz Hi Ayaz, request you to delete the activation and re activate online usage and re attempt the transaction for the same to be processed and seek your understanding of the same. -Varun, Service Manager"
canarabank,2022-12-22 17:32:06+00:00,"@PandeySatyend10 Hi Satyendra, customers are requested to verify the accuracy of the beneficiary account details before initiating a digital transfer. Kindly note that the Bank will not be responsible for any erroneous transaction initiated at the customer's end."
AxisBankSupport,2022-12-22 17:28:06+00:00,"@AshisKar19 transaction or download any app or part with confidential account related information. Please refrain from doing so and report such incidents immediately. Regards, Team Axis Bank.
 https://t.co/S8xhHTXwG7 (2/2)"
OLAWOLENWANI1,2022-12-22 17:26:38+00:00,"@accessbank_help, I have sent you a Direct Message detailing my transaction with INSTANT WEB-TECHNOLOGIES 2 whose account is domiciled in your Bank. Since about 14.25 Hours I transferred the sum of 25000 Thousand Naira into the above Corporate account ( number in your DM);"
EthosVentures,2022-12-22 17:24:17+00:00,"@mikedotwaves The problem is there is no money to be made and if a transaction fails, it becomes negative profit due to support costs. 

Well over 90% of US bank accounts have same day/real time payments capabilities and yet it’s not exposed. The whole thing is a scam."
OGUNDOLA01,2022-12-22 17:18:16+00:00,@FirstBankngr very useless bank first Bank my fail transaction since November 15 2022 are yet to be reverse 30k i have fill form and call customer service yet they want to eat the money
HDFCBank_Cares,2022-12-22 17:17:15+00:00,@Ajaykum89946595 closure from the drop down. Once you confirm the reason for card closure the transaction limit will be blocked and the card will be permanently closed the next day. Any transaction(s) incurred by you prior to closure of the card will be processed to your card account and will be
OGUNDOLA01,2022-12-22 17:16:15+00:00,First Bank is a bad bank oo my fail transaction since November 15 2022 they are yet to reverse it
AxisBankSupport,2022-12-22 17:11:24+00:00,"@ArihantSid transaction or download any app or part with confidential account related information. Please refrain from doing so and report such incidents immediately. Regards, Team Axis Bank. https://t.co/S8xhHTXwG7 (2/2)"
ulomaagboh,2022-12-22 17:09:45+00:00,"@FBN_help First bank what is happening na. You debited me for a failed transaction since 16th December I have complained and complained nobody is doing anything fast about it, Do you know if that money is my only survival means🙄. Your customer care at the bank are the worst sef"
ratanred,2022-12-22 17:09:36+00:00,"@ICICIBank_Care @ICICIBank Yesterday I withdrew 10k from ICICI Bank ATM, Gautam Nagar, MIDC, Andheri E Branch.
I took money &amp; kept it in my office bag. Today I count the note, Found 9k instead of 10k.
I lost my 1k. Please check my transaction. I received 1k less frm ATM."
paytmbankcare,2022-12-22 17:08:14+00:00,"@Subrata78909654 Hi, We are keen to help. Kindly elaborate on your concern along with your query reference number/ order id or screenshot of the transaction if any through DM. You can visit https://t.co/WK6JHYtpAR to create Query reference no. Thanks!"
HDFCBank_Cares,2022-12-22 17:01:51+00:00,"@Bhavesh_BMJ is completed, you need to immediately click on ""View"" and print the ""Taxpayer's Counterfoil"".
The mentioned transaction has been successful. The Challan Identification Number (CIN) is mentioned in the narration of the statement. You can view the same online through Net Banking."
HDFCBank_Cares,2022-12-22 17:01:51+00:00,"@Bhavesh_BMJ Hi Bhavesh, we sincerely regret the inconvenience caused. We request you to please share (via messenger) with us your registered contact number along with the transaction details for further assistance. 
While making an online tax payment through NetBanking, once the transaction"
Yaduvamshi108,2022-12-22 17:01:36+00:00,"@bankofbaroda hi the amount was deducted on sat 16 dec but still even after failed transaction, the bank did not refund the amount till now,, what's the max duration for refund according to the rbi??"
AxisBankSupport,2022-12-22 17:01:06+00:00,"@indian1_first initiate any financial transaction or download any app or part with confidential account related information. Please refrain from doing so and report such incidents immediately. Regards, Team Axis Bank. https://t.co/S8xhHTXwG7 (2/2)"
thehbreport,2022-12-22 17:00:00+00:00,The Governor of the Central Bank of Nigeria (CBN) Mr. Godwin Emefiele has faulted the notions held in certain quarters that the decision to redesign the naira notes and the transaction limit policy was politically motivated. https://t.co/e2k8GeSw9c
alternate_chick,2022-12-22 16:59:35+00:00,"Small money wey I wan use flex this Christmas, Access bank wan carry am trabaye. Which one is transaction cannot be found. You guys, you might see me on the blogs tomorrow"
paytmbankcare,2022-12-22 16:59:24+00:00,"@sachin95599 Hi Sachin, we are here to help. Kindly share the transaction screenshot via DM so that we may assist you further in a better way. Thanks! https://t.co/BEb65hc2Id"
AxisBankSupport,2022-12-22 16:58:53+00:00,"@Sonalshukla08 transaction or download any app or part with confidential account related information. Please refrain from doing so and report such incidents immediately. Regards, Team Axis Bank. https://t.co/S8xhHTFnrZ (2/2)"
KankipatiAnil,2022-12-22 16:58:08+00:00,@IDBIBankCares Got a call from Branch. They told me through biomatric transaction happened. Unable to identify where money gone. Finally Bank will not responsible for this fraud transaction. Thank you for excellent service 🙏
vance_app,2022-12-22 16:57:32+00:00,"The fee that the bank charges for this service is essentially a profit margin for the bank. In addition to the exchange &amp; transfer fees, banks may charge additional fees for other services related to the remittance,such as processing the transaction or handling any paperwork. 3/9"
GoldLio05423321,2022-12-22 16:52:25+00:00,@ZenithBank Abeg Zenith Bank I used God Name beg whona make whona return my 1500. I try to buy Data 6g of 1500 from my mobile then it show me transaction failed and u guys debit me yesterday till now I never see my refund oooh cus I dey enter Zenith bank tomorrow
AxisBankSupport,2022-12-22 16:51:18+00:00,"@MkMahe7 transaction or download any app or part with confidential account related information. Please refrain from doing so and report such incidents immediately. Regards, Team Axis Bank.
 https://t.co/S8xhHTFnrZ (2/2)"
AxisBankSupport,2022-12-22 16:47:54+00:00,"@indian1_first Hi, we request you to elaborate more on your specific concern along with contact number via DM and we will get back at earliest. Also please note, as part of the resolution process, our executives will never ask you to initiate any financial transaction or download any (1/2)"
StrawberryNG,2022-12-22 16:45:34+00:00,"As the 2023 poll draws nearer, the Governor of the Central Bank of Nigeria (CBN) Mr Godwin Emefiele has faulted the notions held in certain quarters that the decision to redesign the naira notes and the transaction limit policy was politically motivated. https://t.co/YWg1TxLVnI"
myaccessbank,2022-12-22 16:45:13+00:00,"@mayorcodes Hi @praise_dhayor , I'm sorry to learn about the unsuccessful transaction you had. Kindly share your account number and transaction details (amount/ date) via our DM for further assistance. ^Tyana."
myaccessbank,2022-12-22 16:44:47+00:00,"@Ellyment_247 Hi @Ellyment_247, I'm sorry to learn about the unsuccessful transaction you had. Kindly share your account number and transaction details (amount/ date) via our DM for further assistance. ^Tyana."
accessbank_help,2022-12-22 16:41:17+00:00,"@LeviCharles3 Hi  @LeviCharles3, I'm sorry to learn about the unsuccessful transaction you had. Kindly share your account number and transaction details (amount/ date) via our DM for further assistance. ^Tyana."
accessbank_help,2022-12-22 16:39:53+00:00,"@kettyrolez Hi @kettyrolez, I'm sorry to learn about the unsuccessful transaction you had. Kindly share your account number and transaction details (amount/ date) via our DM for further assistance. ^Tyana."
accessbank_help,2022-12-22 16:39:10+00:00,"@blackice_1759 Hi  @blackice_1759, I'm sorry to learn about the unsuccessful transaction you had. Kindly share your account number and transaction details (amount/ date) via our DM for further assistance. ^Tyana."
MICHAEL77728338,2022-12-22 16:37:54+00:00,@hakhere @FirstBankngr @FBN_help @FirstBankngr yesterday I made a transaction from kuda bank to my first bank account up till now I haven't received the money and you guys don't want to do anything about it if I should come to the headquarters you people will not like me it won't be funny
accessbank_help,2022-12-22 16:37:53+00:00,"@LinHillex Hi  @LinHillex, I'm sorry to learn about the unsuccessful transaction you had. Kindly share your account number and transaction details (amount/ date) via our DM for further assistance. ^Tyana."
accessbank_help,2022-12-22 16:37:16+00:00,"@InyangEsther4 Hi  @InyangEsther4, I'm sorry to learn about the unsuccessful transaction you had. Kindly share your account number and transaction details (amount/ date) via our DM for further assistance. ^Tyana."
accessbank_help,2022-12-22 16:36:29+00:00,"@blackice_1759 Hi @blackice_1759, I'm sorry to learn about the unsuccessful transaction you had. Kindly share your account number and transaction details (amount/ date) via our DM for further assistance. ^Tyana."
JosephMuongi,2022-12-22 16:34:00+00:00,Central Bank of Kenya Restores M-Pesa to Bank Transaction Charges – Dignited https://t.co/RaRDFigFrD
